Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID,LocationID
MU,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,2.36448,1
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2010,720,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2020,958.5,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2030,1134,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2040,1098,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2050,1305,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2060,1579.5,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2070,1701,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2080,1678.5,7
FMX,  Physical Risk,Chronic,Drought ,RCP8.5,2090,1633.5,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,4.06133,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,9.59742,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,34.1219,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,65.3635,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,82.3571,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,125.097,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,148.605,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,183.23,7
FMX,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,212.175,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,10.8302,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,25.5931,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,90.9917,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,174.303,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,219.619,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,333.591,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,396.28,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,488.614,7
FMX,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,565.8,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,10.1533,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,23.9936,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,85.3047,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,163.409,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,205.893,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,312.741,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,371.512,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,458.076,7
FMX,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,530.438,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,5.4151,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,12.7966,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,45.4959,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,87.1513,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,109.81,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,166.795,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,198.14,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,244.307,7
FMX,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,282.9,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,8.12266,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,19.1948,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,68.2438,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,130.727,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,164.714,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,250.193,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,297.21,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,366.461,7
FMX,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,424.35,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,6.76888,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,15.9957,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,56.8698,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,108.939,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,137.262,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,208.494,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,247.675,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,305.384,7
FMX,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,353.625,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2010,4.73822,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2020,11.197,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2030,39.8089,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2040,76.2574,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2050,96.0833,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2060,145.946,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2070,173.373,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2080,213.769,7
FMX,  Transition Risk,Technology,New technology ,RCP8.5,2090,247.537,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,2.03066,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,4.79871,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,17.0609,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,32.6818,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,41.1786,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,62.5483,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,74.3024,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,91.6152,7
FMX,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,106.087,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,3.38444,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,7.99785,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,28.4349,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,54.4696,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,68.6309,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,104.247,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,123.837,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,152.692,7
FMX,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,176.813,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,47.3822,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,111.97,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,398.089,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,762.574,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,960.833,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,1459.46,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,1733.72,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,2137.69,7
FMX,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,2475.37,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,67.6888,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,159.957,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,568.698,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,1089.39,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,1372.62,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,2084.94,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,2476.75,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,3053.84,7
FMX,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,3536.25,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,12.184,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,28.7923,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,102.366,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,196.091,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,247.071,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,375.29,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,445.815,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,549.691,7
FMX,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,636.525,7
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,1.0049,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,6.35705,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,8.10206,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,8.14001,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,11.6639,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,11.6639,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,16.7492,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,23.4547,8
KYG,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,28.0435,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,1.80304,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,7.47384,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,28.4984,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,123.522,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,201.096,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,240,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,240,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,240,8
KYG,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,240,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2010,103.5,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2020,166.5,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2030,193.5,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2040,279,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2050,306,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2060,301.5,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2070,400.5,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2080,396,8
KYG,  Physical Risk,Chronic,Drought ,RCP8.5,2090,346.5,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,1.22817,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,3.07385,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,7.03928,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,11.542,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,16.301,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,24.0764,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,28.3847,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,33.5832,8
KYG,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,37.1756,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,3.27512,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,8.19693,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,18.7714,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,30.7788,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,43.4693,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,64.2037,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,75.6924,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,89.5551,8
KYG,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,99.135,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,3.07042,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,7.68462,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,17.5982,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,28.8551,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,40.7525,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,60.191,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,70.9618,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,83.9579,8
KYG,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,92.939,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,1.63756,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,4.09846,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,9.38571,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,15.3894,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,21.7346,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,32.1019,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,37.8463,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,44.7775,8
KYG,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,49.5675,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,2.45634,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,6.1477,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,14.0786,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,23.0841,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,32.602,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,48.1528,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,56.7694,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,67.1663,8
KYG,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,74.3513,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,2.04695,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,5.12308,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,11.7321,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,19.2367,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,27.1683,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,40.1273,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,47.3079,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,55.9719,8
KYG,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,61.9594,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2010,1.43287,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2020,3.58616,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2030,8.2125,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2040,13.4657,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2050,19.0178,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2060,28.0891,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2070,33.1155,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2080,39.1803,8
KYG,  Transition Risk,Technology,New technology ,RCP8.5,2090,43.3715,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.614085,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,1.53692,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,3.51964,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,5.77102,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,8.15049,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,12.0382,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,14.1924,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,16.7916,8
KYG,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,18.5878,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,1.02348,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,2.56154,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,5.86609,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,9.61838,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,13.5842,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,20.0636,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,23.6539,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,27.986,8
KYG,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,30.9797,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,14.3287,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,35.8616,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,82.1249,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,134.657,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,190.178,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,280.891,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,331.155,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,391.803,8
KYG,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,433.715,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,20.4695,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,51.2308,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,117.321,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,192.367,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,271.683,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,401.273,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,473.078,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,559.719,8
KYG,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,619.594,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,3.68451,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,9.22155,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,21.1178,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,34.6261,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,48.9029,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,72.2291,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,85.1542,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,100.749,8
KYG,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,111.527,8
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,0.251226,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,1.58926,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,2.02552,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,2.035,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,2.91598,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,2.91598,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,4.18731,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,5.86368,9
THRE,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,7.01088,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,2.052,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,32.4183,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,80,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,80,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,80,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,80,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,80,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,80,9
THRE,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,80,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2010,13.5,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2020,27,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2030,27,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2040,36,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2050,40.5,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2060,27,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2070,27,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2080,27,9
THRE,  Physical Risk,Chronic,Drought ,RCP8.5,2090,27,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0.236238,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0.6501,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,1.68906,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,3.02199,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,4.21054,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,5.2453,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,6.4917,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,7.60333,9
THRE,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,9.13588,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0.629968,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,1.7336,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,4.50416,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,8.05864,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,11.2281,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,13.9875,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,17.3112,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,20.2756,9
THRE,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,24.3623,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0.590595,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,1.62525,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,4.22265,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,7.55497,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,10.5263,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,13.1132,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,16.2292,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,19.0084,9
THRE,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,22.8396,9
THRE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.314984,9
THRE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.8668,9
THRE,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,2.25208,9
